#trunk_id (position.x, position.y, position.z) (direction.x, direction.y, direction.z) radius height
#trunk_id (position.x, position.y, position.z) (direction.x, direction.y, direction.z) radius height
#trunk_id (position.x, position.y, position.z) (direction.x, direction.y, direction.z) radius height
21 (0.722499, 1.78411, 4.12209)  (0.0535702, -0.0625409, 0.996604) 0.0958878 7.5822
22 (-0.498698, -0.91538, 6.45718)  (0.0799465, -0.0949267, 0.992269) 0.261712 11.4069
23 (6.52351, -5.3712, 5.75773)  (0.0917384, -0.072907, 0.993111) 0.104007 11.4833
24 (8.33572, -3.86066, 4.41798)  (0.052203, -0.0115701, 0.998569) 0.0680694 8.36483
25 (11.0682, 4.61663, 5.2312)  (0.0687707, -0.056007, 0.996059) 0.0991566 9.54726
26 (10.4963, 5.55749, 6.02992)  (0.0219756, -0.0946833, 0.995265) 0.101958 10.8202
27 (10.9842, -2.45712, 4.86108)  (0.0720349, -0.0406161, 0.996575) 0.0906004 9.05277
28 (12.7144, 2.15286, 4.40675)  (0.0390966, -0.0674527, 0.996956) 0.0751533 8.10324
29 (11.9315, -5.82028, 5.40117)  (0.0378252, 0.00787293, 0.999253) 0.269699 10.5032
30 (14.9719, 3.80112, 4.89784)  (0.0580847, -0.0423279, 0.997414) 0.0735044 8.14783
31 (17.3811, -0.293929, 4.09902)  (0.0492934, -0.0419645, 0.997902) 0.189933 7.68861
32 (15.625, -2.36291, 2.56078)  (0.00551146, -0.0985258, 0.995119) 0.154151 4.60888
33 (17.7111, 5.05489, 3.76144)  (0.0758423, -0.0580705, 0.995427) 0.06175 6.04808
34 (18.2404, -5.69652, 4.59855)  (0.0445705, -0.0618798, 0.997088) 0.167322 9.18018
35 (20.4286, 2.76805, 4.7786)  (0.0237015, -0.0525508, 0.998337) 0.0924235 8.60433
36 (20.5822, -3.93077, 4.33472)  (0.0204376, -0.0443928, 0.998805) 0.0869221 8.54586
37 (21.7146, 1.6979, 4.75118)  (0.0559769, -0.0352074, 0.997811) 0.0871735 8.39783
38 (16.8045, 7.46474, 4.97974)  (0.093762, -0.0626464, 0.993622) 0.0717322 6.89055
39 (18.1379, 3.2599, 3.29571)  (0.0591821, 0.0273322, 0.997873) 0.10517 4.54317
40 (22.8979, 3.31473, 4.50729)  (0.0265232, -0.056522, 0.998049) 0.142201 8.09081
41 (21.4706, -5.74435, 2.7193)  (0.158161, -0.108458, 0.981439) 0.0581045 5.286
42 (23.3673, 0.32585, 2.44361)  (0.0894247, -0.0899265, 0.991926) 0.0766627 4.13914
#trunk_id (position.x, position.y, position.z) (direction.x, direction.y, direction.z) radius height
1 (3.58222, 5.80312, 4.95574)  (0.0498072, -0.0606905, 0.996913) 0.0886817 9.7441
2 (-2.96185, 4.29216, 4.02671)  (0.0746989, -0.0918575, 0.992966) 0.105093 8.4733
3 (4.04965, -0.149166, 4.01723)  (0.0508276, -0.0622281, 0.996767) 0.0668612 9.12373
4 (7.0102, 4.64978, 4.80252)  (0.0477536, -0.0851531, 0.995223) 0.0842842 9.77367
5 (-2.27525, -1.61563, 1.72164)  (0.0800582, -0.0831976, 0.993312) 0.0783408 3.76718
6 (-0.37692, 4.80732, 4.06639)  (0.0765552, -0.0697642, 0.994622) 0.069479 8.63646
7 (-4.63383, -0.899315, 5.2375)  (0.0657525, -0.0698265, 0.99539) 0.0708054 11.0141
8 (2.77199, 2.30192, 3.16483)  (-0.0259133, -0.0683075, 0.997328) 0.0868942 6.72213
9 (-2.45018, 0.345979, 4.05415)  (-0.0784043, -0.192447, 0.97817) 0.26333 8.61938
10 (-6.22215, -6.64187, 3.82078)  (0.0547761, -0.0620319, 0.99657) 0.12581 9.18708
11 (7.1461, 0.606348, 3.44835)  (0.0710633, -0.0656425, 0.99531) 0.0937475 7.77335
12 (-6.0513, 4.44504, 2.27349)  (0.0664911, -0.118453, 0.990731) 0.126711 4.56788
13 (1.04457, 7.05283, 6.10566)  (0.0974382, -0.0700078, 0.992776) 0.118641 6.56307
14 (0.638882, -2.82014, 3.55856)  (0.0689093, 0.285307, 0.955956) 0.470515 5.4157
15 (-6.59206, -2.98343, 4.6585)  (0.0420255, -0.0566295, 0.99751) 0.10509 9.07538
16 (-0.697899, -5.46277, 4.6293)  (0.0543014, -0.0650083, 0.996406) 0.0954694 10.1707
17 (-1.86128, 6.94273, 7.87317)  (0.0449917, -0.0609155, 0.997128) 0.10248 4.84349
18 (0.48685, -6.93773, 5.40215)  (0.0536314, -0.0861496, 0.994838) 0.0887825 10.151
19 (-5.19619, 3.22649, 8.89992)  (0.0870625, -0.311965, 0.946096) 0.34221 3.01705
20 (-2.19878, -2.18806, 6.35604)  (0.041147, -0.0665113, 0.996937) 0.363188 11.9117
21 (0.722499, 1.78411, 4.12209)  (0.0535702, -0.0625409, 0.996604) 0.0958878 7.5822
22 (-0.498698, -0.91538, 6.45718)  (0.0799465, -0.0949267, 0.992269) 0.261712 11.4069
23 (6.52351, -5.3712, 5.75773)  (0.0917384, -0.072907, 0.993111) 0.104007 11.4833
24 (8.33572, -3.86066, 4.41798)  (0.052203, -0.0115701, 0.998569) 0.0680694 8.36483
25 (11.0924, 4.59974, 5.56177)  (0.067857, -0.0573804, 0.996044) 0.103842 10.2106
26 (10.4963, 5.55749, 6.02992)  (0.0219756, -0.0946833, 0.995265) 0.101958 10.8202
27 (11.1207, -2.53832, 5.18416)  (0.111922, -0.0344864, 0.993118) 0.164264 9.7258
28 (12.7164, 2.11646, 4.97939)  (0.0304636, -0.0685111, 0.997185) 0.0843634 9.24812
29 (11.9811, -5.79623, 5.02994)  (0.0708163, -0.0303441, 0.997028) 0.156714 9.81885
30 (14.9718, 3.79516, 4.89747)  (0.0601949, -0.0446128, 0.997189) 0.0717496 8.14799
31 (17.2618, -0.248618, 4.10625)  (0.0439084, -0.0585202, 0.99732) 0.0810078 7.69153
32 (15.7752, -2.40409, 2.55214)  (0.0129437, -0.0447345, 0.998915) 0.055895 4.61332
33 (17.6956, 5.0468, 3.76203)  (0.0754742, -0.053769, 0.995697) 0.0533323 6.04841
34 (18.2404, -5.69652, 4.59855)  (0.0445705, -0.0618798, 0.997088) 0.167322 9.18018
35 (20.4268, 2.76394, 4.77829)  (0.0241829, -0.0541833, 0.998238) 0.0898702 8.6045
36 (20.619, -3.96794, 4.43738)  (0.0265787, -0.0503596, 0.998377) 0.106608 8.75752
37 (21.7146, 1.6979, 4.75118)  (0.0559769, -0.0352074, 0.997811) 0.0871735 8.39783
38 (16.8173, 7.45711, 5.10767)  (0.0932648, -0.0632793, 0.993628) 0.0722171 7.14808
39 (18.1379, 3.2599, 3.29571)  (0.0591821, 0.0273322, 0.997873) 0.10517 4.54317
40 (23.0801, 3.383, 4.50596)  (0.0324945, -0.0529018, 0.998071) 0.0915499 8.09045
41 (21.4706, -5.74435, 2.7193)  (0.158161, -0.108458, 0.981439) 0.0581045 5.286
42 (23.3673, 0.32585, 2.44361)  (0.0894247, -0.0899265, 0.991926) 0.0766627 4.13914
43 (23.489, -2.96855, 4.49174)  (0.0687692, -0.0446247, 0.996634) 0.090046 8.24967
44 (23.3799, 7.3213, 5.52282)  (0.0306315, -0.0595342, 0.997756) 0.107596 10.3407
45 (13.5628, 8.24562, 9.95679)  (0.0244925, -0.142421, 0.989503) 0.234506 4.27334
#trunk_id (position.x, position.y, position.z) (direction.x, direction.y, direction.z) radius height
1 (3.58222, 5.80312, 4.95574)  (0.0498072, -0.0606905, 0.996913) 0.0886817 9.7441
2 (-2.96185, 4.29216, 4.02671)  (0.0746989, -0.0918575, 0.992966) 0.105093 8.4733
3 (4.04965, -0.149166, 4.01723)  (0.0508276, -0.0622281, 0.996767) 0.0668612 9.12373
4 (7.0102, 4.64978, 4.80252)  (0.0477536, -0.0851531, 0.995223) 0.0842842 9.77367
5 (-2.27525, -1.61563, 1.72164)  (0.0800582, -0.0831976, 0.993312) 0.0783408 3.76718
6 (-0.37692, 4.80732, 4.06639)  (0.0765552, -0.0697642, 0.994622) 0.069479 8.63646
7 (-4.63383, -0.899315, 5.2375)  (0.0657525, -0.0698265, 0.99539) 0.0708054 11.0141
8 (2.77199, 2.30192, 3.16483)  (-0.0259133, -0.0683075, 0.997328) 0.0868942 6.72213
9 (-2.45018, 0.345979, 4.05415)  (-0.0784043, -0.192447, 0.97817) 0.26333 8.61938
10 (-6.22215, -6.64187, 3.82078)  (0.0547761, -0.0620319, 0.99657) 0.12581 9.18708
11 (7.1461, 0.606348, 3.44835)  (0.0710633, -0.0656425, 0.99531) 0.0937475 7.77335
12 (-6.0513, 4.44504, 2.27349)  (0.0664911, -0.118453, 0.990731) 0.126711 4.56788
13 (1.04457, 7.05283, 6.10566)  (0.0974382, -0.0700078, 0.992776) 0.118641 6.56307
14 (0.638882, -2.82014, 3.55856)  (0.0689093, 0.285307, 0.955956) 0.470515 5.4157
15 (-6.59206, -2.98343, 4.6585)  (0.0420255, -0.0566295, 0.99751) 0.10509 9.07538
16 (-0.697899, -5.46277, 4.6293)  (0.0543014, -0.0650083, 0.996406) 0.0954694 10.1707
17 (-1.86128, 6.94273, 7.87317)  (0.0449917, -0.0609155, 0.997128) 0.10248 4.84349
18 (0.48685, -6.93773, 5.40215)  (0.0536314, -0.0861496, 0.994838) 0.0887825 10.151
19 (-5.19619, 3.22649, 8.89992)  (0.0870625, -0.311965, 0.946096) 0.34221 3.01705
20 (-2.19878, -2.18806, 6.35604)  (0.041147, -0.0665113, 0.996937) 0.363188 11.9117
21 (0.722499, 1.78411, 4.12209)  (0.0535702, -0.0625409, 0.996604) 0.0958878 7.5822
22 (-0.498698, -0.91538, 6.45718)  (0.0799465, -0.0949267, 0.992269) 0.261712 11.4069
23 (6.52351, -5.3712, 5.75773)  (0.0917384, -0.072907, 0.993111) 0.104007 11.4833
24 (8.33572, -3.86066, 4.41798)  (0.052203, -0.0115701, 0.998569) 0.0680694 8.36483
25 (11.0927, 4.59144, 5.57664)  (0.066961, -0.0560733, 0.996179) 0.0953647 10.2415
26 (10.4963, 5.55749, 6.02992)  (0.0219756, -0.0946833, 0.995265) 0.101958 10.8202
27 (11.1207, -2.53832, 5.18416)  (0.111922, -0.0344864, 0.993118) 0.164264 9.7258
28 (12.7362, 2.11742, 5.00173)  (0.0363792, -0.0621878, 0.997401) 0.0753275 9.29552
29 (11.9811, -5.79623, 5.02994)  (0.0708163, -0.0303441, 0.997028) 0.156714 9.81885
30 (14.9737, 3.78891, 4.89691)  (0.0615137, -0.0474408, 0.996978) 0.0691971 8.14804
31 (17.2559, -0.188848, 4.43262)  (0.0325765, -0.0350432, 0.998855) 0.072166 8.33106
32 (15.7752, -2.40409, 2.55214)  (0.0129437, -0.0447345, 0.998915) 0.055895 4.61332
33 (17.6956, 5.0468, 3.76203)  (0.0754742, -0.053769, 0.995697) 0.0533323 6.04841
34 (18.2404, -5.69652, 4.59855)  (0.0445705, -0.0618798, 0.997088) 0.167322 9.18018
35 (20.4188, 2.76334, 4.7785)  (0.0236087, -0.0543004, 0.998246) 0.0859093 8.60452
36 (20.619, -3.96794, 4.43738)  (0.0265787, -0.0503596, 0.998377) 0.106608 8.75752
37 (21.7507, 1.71138, 4.70893)  (0.0734197, -0.0293124, 0.99687) 0.0853029 8.31594
38 (16.8053, 7.45165, 5.05419)  (0.0899859, -0.0633526, 0.993926) 0.0642233 7.25591
39 (18.1379, 3.2599, 3.29571)  (0.0591821, 0.0273322, 0.997873) 0.10517 4.54317
40 (23.0715, 3.36219, 4.66079)  (0.0274327, -0.050237, 0.99836) 0.0825199 8.40039
41 (21.4706, -5.74435, 2.7193)  (0.158161, -0.108458, 0.981439) 0.0581045 5.286
42 (23.4951, 0.0995221, 4.40322)  (0.0696113, -0.11214, 0.991251) 0.0832222 8.09083
43 (23.5446, -3.03433, 4.46)  (0.0468074, -0.0403178, 0.99809) 0.0953789 8.19823
44 (23.3799, 7.3213, 5.52282)  (0.0306315, -0.0595342, 0.997756) 0.107596 10.3407
45 (13.4761, 8.42261, 6.60329)  (0.0638519, -0.074733, 0.995157) 0.0889748 10.5625
46 (16.0026, 9.73448, 4.72931)  (0.103001, -0.00432126, 0.994672) 0.275185 7.15992
47 (13.1002, 10.9199, 6.738)  (0.057935, -0.0776862, 0.995293) 0.154921 10.9838
48 (22.138, 10.3112, 3.83424)  (0.136043, -0.10166, 0.985473) 0.109892 5.42884
49 (16.5003, 13.2812, 5.91493)  (0.0544008, -0.0829184, 0.99507) 0.138908 8.45067
50 (21.5808, 12.659, 5.31386)  (0.0863578, -0.0942227, 0.991798) 0.0717045 8.53148
#trunk_id (position.x, position.y, position.z) (direction.x, direction.y, direction.z) radius height
1 (3.58222, 5.80312, 4.95574)  (0.0498072, -0.0606905, 0.996913) 0.0886817 9.7441
2 (-2.96185, 4.29216, 4.02671)  (0.0746989, -0.0918575, 0.992966) 0.105093 8.4733
3 (4.04965, -0.149166, 4.01723)  (0.0508276, -0.0622281, 0.996767) 0.0668612 9.12373
4 (7.0102, 4.64978, 4.80252)  (0.0477536, -0.0851531, 0.995223) 0.0842842 9.77367
5 (-2.27525, -1.61563, 1.72164)  (0.0800582, -0.0831976, 0.993312) 0.0783408 3.76718
6 (-0.37692, 4.80732, 4.06639)  (0.0765552, -0.0697642, 0.994622) 0.069479 8.63646
7 (-4.63383, -0.899315, 5.2375)  (0.0657525, -0.0698265, 0.99539) 0.0708054 11.0141
8 (2.77199, 2.30192, 3.16483)  (-0.0259133, -0.0683075, 0.997328) 0.0868942 6.72213
9 (-2.45018, 0.345979, 4.05415)  (-0.0784043, -0.192447, 0.97817) 0.26333 8.61938
10 (-6.22215, -6.64187, 3.82078)  (0.0547761, -0.0620319, 0.99657) 0.12581 9.18708
11 (7.1461, 0.606348, 3.44835)  (0.0710633, -0.0656425, 0.99531) 0.0937475 7.77335
12 (-6.0513, 4.44504, 2.27349)  (0.0664911, -0.118453, 0.990731) 0.126711 4.56788
13 (1.04457, 7.05283, 6.10566)  (0.0974382, -0.0700078, 0.992776) 0.118641 6.56307
14 (0.638882, -2.82014, 3.55856)  (0.0689093, 0.285307, 0.955956) 0.470515 5.4157
15 (-6.59206, -2.98343, 4.6585)  (0.0420255, -0.0566295, 0.99751) 0.10509 9.07538
16 (-0.697899, -5.46277, 4.6293)  (0.0543014, -0.0650083, 0.996406) 0.0954694 10.1707
17 (-1.86128, 6.94273, 7.87317)  (0.0449917, -0.0609155, 0.997128) 0.10248 4.84349
18 (0.48685, -6.93773, 5.40215)  (0.0536314, -0.0861496, 0.994838) 0.0887825 10.151
19 (-5.19619, 3.22649, 8.89992)  (0.0870625, -0.311965, 0.946096) 0.34221 3.01705
20 (-2.19878, -2.18806, 6.35604)  (0.041147, -0.0665113, 0.996937) 0.363188 11.9117
21 (0.722499, 1.78411, 4.12209)  (0.0535702, -0.0625409, 0.996604) 0.0958878 7.5822
22 (-0.498698, -0.91538, 6.45718)  (0.0799465, -0.0949267, 0.992269) 0.261712 11.4069
23 (6.52351, -5.3712, 5.75773)  (0.0917384, -0.072907, 0.993111) 0.104007 11.4833
24 (8.33572, -3.86066, 4.41798)  (0.052203, -0.0115701, 0.998569) 0.0680694 8.36483
25 (11.0898, 4.5881, 5.57672)  (0.0679824, -0.0565041, 0.996085) 0.0934019 10.2416
26 (10.4756, 5.52044, 6.02544)  (0.0106759, -0.106252, 0.994282) 0.0820482 10.8179
27 (11.1207, -2.53832, 5.18416)  (0.111922, -0.0344864, 0.993118) 0.164264 9.7258
28 (12.7206, 2.11472, 5.00224)  (0.0251137, -0.0620252, 0.997759) 0.0834559 9.29269
29 (11.9811, -5.79623, 5.02994)  (0.0708163, -0.0303441, 0.997028) 0.156714 9.81885
30 (14.9737, 3.78891, 4.89691)  (0.0615137, -0.0474408, 0.996978) 0.0691971 8.14804
31 (17.2559, -0.188848, 4.43262)  (0.0325765, -0.0350432, 0.998855) 0.072166 8.33106
32 (15.7752, -2.40409, 2.55214)  (0.0129437, -0.0447345, 0.998915) 0.055895 4.61332
33 (17.6956, 5.0468, 3.76203)  (0.0754742, -0.053769, 0.995697) 0.0533323 6.04841
34 (18.2404, -5.69652, 4.59855)  (0.0445705, -0.0618798, 0.997088) 0.167322 9.18018
35 (20.4248, 2.76208, 4.77803)  (0.0257907, -0.0551101, 0.998147) 0.0893389 8.60453
36 (20.619, -3.96794, 4.43738)  (0.0265787, -0.0503596, 0.998377) 0.106608 8.75752
37 (21.7221, 1.74493, 5.67365)  (0.0648034, -0.0143799, 0.997794) 0.100782 10.5075
38 (16.8053, 7.45165, 5.05419)  (0.0899859, -0.0633526, 0.993926) 0.0642233 7.25591
39 (18.213, 3.24655, 4.33314)  (0.0596055, -0.020957, 0.998002) 0.100339 6.9714
40 (23.066, 3.34132, 4.98605)  (0.0239368, -0.0519254, 0.998364) 0.078722 9.31372
41 (21.4706, -5.74435, 2.7193)  (0.158161, -0.108458, 0.981439) 0.0581045 5.286
42 (23.4951, 0.0995221, 4.40322)  (0.0696113, -0.11214, 0.991251) 0.0832222 8.09083
43 (23.5446, -3.03433, 4.46)  (0.0468074, -0.0403178, 0.99809) 0.0953789 8.19823
44 (23.4004, 7.37773, 5.52554)  (0.0391894, -0.0396399, 0.998445) 0.086008 10.3457
45 (13.5186, 8.33937, 6.60421)  (0.0319293, -0.0809489, 0.996207) 0.121067 10.5813
46 (15.7426, 9.84547, 5.33398)  (0.0232991, -0.085392, 0.996075) 0.112417 8.33755
47 (13.1127, 10.8835, 6.78606)  (0.0278139, -0.0652607, 0.997481) 0.0117882 10.7143
48 (22.138, 10.3112, 3.83424)  (0.136043, -0.10166, 0.985473) 0.109892 5.42884
49 (16.4171, 13.4782, 5.78944)  (0.0586683, -0.0857502, 0.994588) 0.11427 8.74321
50 (21.5808, 12.659, 5.31386)  (0.0863578, -0.0942227, 0.991798) 0.0717045 8.53148
51 (13.5723, 13.1343, 5.36966)  (0.0477788, -0.0962513, 0.99421) 0.102897 7.80529
52 (11.0959, 12.7464, 5.57877)  (0.0557819, -0.0686886, 0.996077) 0.100625 8.41762
53 (18.1968, 13.1769, 4.99358)  (0.0369227, -0.121928, 0.991852) 0.098547 7.23414
54 (13.0322, 14.5577, 5.36521)  (0.0475228, -0.0593782, 0.997104) 0.120816 7.77073
55 (8.46128, 9.6997, 5.93238)  (0.0606908, -0.0852782, 0.994507) 0.172792 8.86378
56 (18.9316, 11.9841, 3.17128)  (-0.0203433, -0.0796442, 0.996616) 0.0547687 3.67918
#trunk_id (position.x, position.y, position.z) (direction.x, direction.y, direction.z) radius height
1 (3.52148, 5.76016, 4.8898)  (0.0292101, -0.087486, 0.995737) 0.108196 9.60636
2 (-2.96185, 4.29216, 4.02671)  (0.0746989, -0.0918575, 0.992966) 0.105093 8.4733
3 (4.04965, -0.149166, 4.01723)  (0.0508276, -0.0622281, 0.996767) 0.0668612 9.12373
4 (7.00429, 4.64589, 4.80288)  (0.0444602, -0.0885069, 0.995083) 0.0859159 9.77278
5 (-2.27525, -1.61563, 1.72164)  (0.0800582, -0.0831976, 0.993312) 0.0783408 3.76718
6 (-0.37692, 4.80732, 4.06639)  (0.0765552, -0.0697642, 0.994622) 0.069479 8.63646
7 (-4.63383, -0.899315, 5.2375)  (0.0657525, -0.0698265, 0.99539) 0.0708054 11.0141
8 (2.78442, 2.28838, 3.45201)  (-0.0196331, -0.0651588, 0.997682) 0.0970893 7.29534
9 (-2.45018, 0.345979, 4.05415)  (-0.0784043, -0.192447, 0.97817) 0.26333 8.61938
10 (-6.22215, -6.64187, 3.82078)  (0.0547761, -0.0620319, 0.99657) 0.12581 9.18708
11 (7.1461, 0.606348, 3.44835)  (0.0710633, -0.0656425, 0.99531) 0.0937475 7.77335
12 (-6.0513, 4.44504, 2.27349)  (0.0664911, -0.118453, 0.990731) 0.126711 4.56788
13 (1.04457, 7.05283, 6.10566)  (0.0974382, -0.0700078, 0.992776) 0.118641 6.56307
14 (0.638882, -2.82014, 3.55856)  (0.0689093, 0.285307, 0.955956) 0.470515 5.4157
15 (-6.59206, -2.98343, 4.6585)  (0.0420255, -0.0566295, 0.99751) 0.10509 9.07538
16 (-0.697899, -5.46277, 4.6293)  (0.0543014, -0.0650083, 0.996406) 0.0954694 10.1707
17 (-1.86128, 6.94273, 7.87317)  (0.0449917, -0.0609155, 0.997128) 0.10248 4.84349
18 (0.48685, -6.93773, 5.40215)  (0.0536314, -0.0861496, 0.994838) 0.0887825 10.151
19 (-5.19619, 3.22649, 8.89992)  (0.0870625, -0.311965, 0.946096) 0.34221 3.01705
20 (-2.19878, -2.18806, 6.35604)  (0.041147, -0.0665113, 0.996937) 0.363188 11.9117
21 (0.722499, 1.78411, 4.12209)  (0.0535702, -0.0625409, 0.996604) 0.0958878 7.5822
22 (-0.498698, -0.91538, 6.45718)  (0.0799465, -0.0949267, 0.992269) 0.261712 11.4069
23 (6.52351, -5.3712, 5.75773)  (0.0917384, -0.072907, 0.993111) 0.104007 11.4833
24 (8.33572, -3.86066, 4.41798)  (0.052203, -0.0115701, 0.998569) 0.0680694 8.36483
25 (11.088, 4.58956, 5.57692)  (0.0682331, -0.0563691, 0.996076) 0.094366 10.2416
26 (10.4748, 5.52702, 6.02631)  (0.00810265, -0.100364, 0.994918) 0.0841542 10.8187
27 (11.1207, -2.53832, 5.18416)  (0.111922, -0.0344864, 0.993118) 0.164264 9.7258
28 (12.7175, 2.10144, 5.00088)  (0.0320007, -0.0729735, 0.99682) 0.081545 9.29334
29 (11.9811, -5.79623, 5.02994)  (0.0708163, -0.0303441, 0.997028) 0.156714 9.81885
30 (14.968, 3.79585, 4.87832)  (0.0580988, -0.0356448, 0.997674) 0.0670199 8.18708
31 (17.2559, -0.188848, 4.43262)  (0.0325765, -0.0350432, 0.998855) 0.072166 8.33106
32 (15.7752, -2.40409, 2.55214)  (0.0129437, -0.0447345, 0.998915) 0.055895 4.61332
33 (17.6956, 5.0468, 3.76203)  (0.0754742, -0.053769, 0.995697) 0.0533323 6.04841
34 (18.2404, -5.69652, 4.59855)  (0.0445705, -0.0618798, 0.997088) 0.167322 9.18018
35 (20.4248, 2.76208, 4.77803)  (0.0257907, -0.0551101, 0.998147) 0.0893389 8.60453
36 (20.619, -3.96794, 4.43738)  (0.0265787, -0.0503596, 0.998377) 0.106608 8.75752
37 (21.7221, 1.74493, 5.67365)  (0.0648034, -0.0143799, 0.997794) 0.100782 10.5075
38 (16.8053, 7.45165, 5.05419)  (0.0899859, -0.0633526, 0.993926) 0.0642233 7.25591
39 (18.213, 3.24655, 4.33314)  (0.0596055, -0.020957, 0.998002) 0.100339 6.9714
40 (23.066, 3.34132, 4.98605)  (0.0239368, -0.0519254, 0.998364) 0.078722 9.31372
41 (21.4706, -5.74435, 2.7193)  (0.158161, -0.108458, 0.981439) 0.0581045 5.286
42 (23.4951, 0.0995221, 4.40322)  (0.0696113, -0.11214, 0.991251) 0.0832222 8.09083
43 (23.5446, -3.03433, 4.46)  (0.0468074, -0.0403178, 0.99809) 0.0953789 8.19823
44 (23.4004, 7.37773, 5.52554)  (0.0391894, -0.0396399, 0.998445) 0.086008 10.3457
45 (13.4292, 8.39869, 6.63086)  (0.0380755, -0.0832219, 0.995803) 0.10158 10.6186
46 (15.9215, 9.85459, 5.06434)  (0.0799129, -0.0785557, 0.993702) 0.0701196 8.06091
47 (13.1782, 11.0246, 6.60638)  (0.0804855, -0.0282414, 0.996356) 0.0883344 10.7354
48 (22.138, 10.3112, 3.83424)  (0.136043, -0.10166, 0.985473) 0.109892 5.42884
49 (16.4222, 13.4562, 5.64516)  (0.059386, -0.0877228, 0.994373) 0.0964141 9.02605
50 (21.5808, 12.659, 5.31386)  (0.0863578, -0.0942227, 0.991798) 0.0717045 8.53148
51 (13.5723, 13.1343, 5.36966)  (0.0477788, -0.0962513, 0.99421) 0.102897 7.80529
52 (11.1388, 12.7615, 5.57675)  (0.0728963, -0.0615977, 0.995435) 0.095829 8.41749
53 (18.237, 13.2208, 4.97242)  (0.0619054, -0.094047, 0.993641) 0.0815881 7.50738
54 (13.0636, 14.5056, 5.3606)  (0.0522948, -0.0608846, 0.996774) 0.0752669 7.77079
55 (8.49565, 9.72614, 5.93186)  (0.0678424, -0.0758676, 0.994807) 0.151385 8.86072
56 (18.9316, 11.9841, 3.17128)  (-0.0203433, -0.0796442, 0.996616) 0.0547687 3.67918
57 (3.62722, 8.76524, 5.18336)  (0.00332637, -0.124788, 0.992178) 0.204316 7.77325
58 (6.53815, 12.859, 5.19267)  (0.0860556, -0.0912202, 0.992106) 0.0903952 7.02203
59 (4.91901, 14.7326, 5.23778)  (0.0996017, -0.0566749, 0.993412) 0.0939204 7.28516
#trunk_id (position.x, position.y, position.z) (direction.x, direction.y, direction.z) radius height
1 (3.52148, 5.76016, 4.8898)  (0.0292101, -0.087486, 0.995737) 0.108196 9.60636
2 (-2.96185, 4.29216, 4.02671)  (0.0746989, -0.0918575, 0.992966) 0.105093 8.4733
3 (4.04965, -0.149166, 4.01723)  (0.0508276, -0.0622281, 0.996767) 0.0668612 9.12373
4 (7.02021, 4.64704, 4.80145)  (0.0522235, -0.0850644, 0.995006) 0.0815466 9.77388
5 (-2.27525, -1.61563, 1.72164)  (0.0800582, -0.0831976, 0.993312) 0.0783408 3.76718
6 (-0.312391, 4.73825, 4.96208)  (0.0743398, -0.0737451, 0.994502) 0.0703887 10.4378
7 (-4.63383, -0.899315, 5.2375)  (0.0657525, -0.0698265, 0.99539) 0.0708054 11.0141
8 (2.77081, 2.21472, 4.23237)  (-0.0172556, -0.0808751, 0.996575) 0.100691 8.83131
9 (-2.45018, 0.345979, 4.05415)  (-0.0784043, -0.192447, 0.97817) 0.26333 8.61938
10 (-6.22215, -6.64187, 3.82078)  (0.0547761, -0.0620319, 0.99657) 0.12581 9.18708
11 (7.1461, 0.606348, 3.44835)  (0.0710633, -0.0656425, 0.99531) 0.0937475 7.77335
12 (-6.0513, 4.44504, 2.27349)  (0.0664911, -0.118453, 0.990731) 0.126711 4.56788
13 (1.04457, 7.05283, 6.10566)  (0.0974382, -0.0700078, 0.992776) 0.118641 6.56307
14 (0.638882, -2.82014, 3.55856)  (0.0689093, 0.285307, 0.955956) 0.470515 5.4157
15 (-6.59206, -2.98343, 4.6585)  (0.0420255, -0.0566295, 0.99751) 0.10509 9.07538
16 (-0.697899, -5.46277, 4.6293)  (0.0543014, -0.0650083, 0.996406) 0.0954694 10.1707
17 (-1.86128, 6.94273, 7.87317)  (0.0449917, -0.0609155, 0.997128) 0.10248 4.84349
18 (0.48685, -6.93773, 5.40215)  (0.0536314, -0.0861496, 0.994838) 0.0887825 10.151
19 (-5.19619, 3.22649, 8.89992)  (0.0870625, -0.311965, 0.946096) 0.34221 3.01705
20 (-2.19878, -2.18806, 6.35604)  (0.041147, -0.0665113, 0.996937) 0.363188 11.9117
21 (0.722499, 1.78411, 4.12209)  (0.0535702, -0.0625409, 0.996604) 0.0958878 7.5822
22 (-0.498698, -0.91538, 6.45718)  (0.0799465, -0.0949267, 0.992269) 0.261712 11.4069
23 (6.52351, -5.3712, 5.75773)  (0.0917384, -0.072907, 0.993111) 0.104007 11.4833
24 (8.33572, -3.86066, 4.41798)  (0.052203, -0.0115701, 0.998569) 0.0680694 8.36483
25 (11.088, 4.58956, 5.57692)  (0.0682331, -0.0563691, 0.996076) 0.094366 10.2416
26 (10.4663, 5.54101, 6.036)  (0.00709198, -0.0937559, 0.99557) 0.0891706 10.8034
27 (11.1207, -2.53832, 5.18416)  (0.111922, -0.0344864, 0.993118) 0.164264 9.7258
28 (12.7175, 2.10144, 5.00088)  (0.0320007, -0.0729735, 0.99682) 0.081545 9.29334
29 (11.9811, -5.79623, 5.02994)  (0.0708163, -0.0303441, 0.997028) 0.156714 9.81885
